OverallQual,GrLivArea,GarageCars,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,SalePrice,Cluster
7,2256,2,952,980,2,8,2000,2000,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,236000,0
7,2640,4,1240,1320,1,8,1880,2003,RM,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,MANSARD,COMPSHG,NAN,GD,TA,STONE,TA,FA,NO,UNF,UNF,GASW,TA,N,SBRKR,GD,TYP,GD,DETCHD,UNF,TA,TA,N,WD,NORMAL,265979,0
7,1720,2,1720,1720,2,7,1996,1996,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,260400,0
4,1529,1,0,1088,2,9,1945,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,SLAB,NAN,NAN,NAN,NAN,NAN,WALL,TA,N,FUSEF,TA,MOD,NAN,DETCHD,UNF,TA,TA,N,WD,NORMAL,98000,0
4,1140,0,576,792,1,7,1910,2004,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,FA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,MIN2,NAN,NAN,NAN,NAN,NAN,N,WD,NORMAL,96500,0
7,1320,2,660,660,2,6,2003,2003,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,RRAN,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,162000,0
6,1494,2,1479,1494,2,6,1997,1997,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,GD,PCONC,GD,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,217000,0
8,2098,3,1030,1038,2,8,2005,2005,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,MN,UNF,UNF,GASA,GD,Y,SBRKR,EX,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,275500,0
6,1026,2,1026,1026,1,5,1969,2005,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,GLQ,LWQ,GASA,GD,Y,SBRKR,GD,TYP,NAN,DETCHD,RFN,TA,TA,Y,WD,NORMAL,156000,0
6,1471,2,729,742,2,6,1999,1999,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,172500,0
8,1768,2,866,866,2,7,2007,2007,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,212000,0
6,1386,2,672,672,2,6,1978,1978,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,BRKCMN,TA,TA,CBLOCK,TA,TA,MN,REC,UNF,GASA,TA,Y,SBRKR,TA,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,ABNORML,158900,0
7,1501,2,744,757,2,6,1999,1999,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,GD,TA,NO,ALQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,179400,0
8,2531,3,1318,1328,2,9,1995,1995,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,AV,LWQ,ALQ,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,290000,0
6,864,1,864,864,1,5,1959,1959,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,EX,EX,Y,WD,NORMAL,127500,0
5,1301,2,1145,1301,1,5,1924,1950,RM,PAVE,REG,LVL,ALLPUB,FR2,GTL,FEEDR,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,TA,TA,MN,LWQ,UNF,GASA,TA,Y,SBRKR,FA,MIN1,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,100000,0
7,1547,2,756,764,2,7,2009,2009,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,MN,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,UNF,TA,TA,Y,CON,NORMAL,215200,0
8,2365,3,1252,1268,2,8,1999,1999,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,MN,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,337000,0
8,1494,2,1494,1494,1,6,1995,1996,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,TWNHSE,1STORY,HIP,COMPSHG,NAN,GD,GD,PCONC,GD,GD,AV,LWQ,GLQ,GASA,EX,Y,SBRKR,EX,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,270000,0
9,1506,2,1498,1506,2,6,2008,2008,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,264132,0
7,1714,2,980,980,2,7,1988,1988,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,GD,TA,NO,GLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,196500,0
6,1750,1,983,983,2,7,1940,1985,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,MN,ALQ,UNF,GASA,EX,Y,SBRKR,TA,MOD,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,160000,0
7,1836,2,1860,1836,2,8,2004,2005,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,216837,0
8,3279,3,1650,1690,3,12,2003,2003,RL,PAVE,IR2,HLS,ALLPUB,CULDSAC,MOD,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,BRKFACE,EX,TA,PCONC,GD,TA,GD,ALQ,UNF,GASA,EX,Y,SBRKR,EX,MOD,GD,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,538000,0
5,858,2,858,858,1,5,1982,1982,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,SFOYER,HIP,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,AV,GLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,134900,0
4,1220,2,836,1220,1,6,1951,1951,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,FA,FA,NO,LWQ,UNF,GASA,TA,Y,FUSEF,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,COD,NORMAL,102000,0
6,1117,2,1029,1117,1,6,1976,1976,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,AV,ALQ,BLQ,GASA,TA,Y,SBRKR,TA,TYP,TA,DETCHD,UNF,TA,TA,Y,WD,ABNORML,107000,0
5,912,1,912,912,1,5,1958,1958,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,FEEDR,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,EX,Y,FUSEA,TA,TYP,NAN,ATTCHD,RFN,TA,TA,Y,COD,NORMAL,114500,0
8,1973,3,1935,1973,2,9,2006,2006,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,AV,UNF,UNF,GASA,GD,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,395000,0
6,1204,2,1204,1204,2,5,1998,1998,RM,PAVE,REG,LVL,ALLPUB,FR2,GTL,NORM,NORM,TWNHSE,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,PCONC,EX,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,162000,0
7,1614,3,1614,1614,2,7,2005,2006,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,NEW,PARTIAL,221500,0
5,894,2,864,894,1,5,1974,1974,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,FA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,142500,0
5,2020,2,0,2020,2,10,1977,1977,RH,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,FEEDR,NORM,DUPLEX,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,SLAB,NAN,NAN,NAN,NAN,NAN,GASA,TA,Y,SBRKR,TA,TYP,TA,DETCHD,UNF,TA,TA,Y,WD,NORMAL,144000,0
6,1004,2,975,1004,1,4,1977,1977,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,DUPLEX,SFOYER,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,GD,TA,GD,GLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,135000,0
7,1253,2,1237,1253,2,6,1995,1996,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,GD,GD,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,176000,0
6,1603,2,761,810,2,7,1992,1992,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,GD,PCONC,GD,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,175900,0
7,1430,2,1413,1430,2,6,2001,2002,RL,PAVE,IR2,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,187100,0
5,1110,2,1097,1110,1,4,1978,1978,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,SFOYER,GABLE,COMPSHG,BRKFACE,TA,GD,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,165500,0
6,1484,0,742,742,2,9,1914,2001,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2.5UNF,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,TA,TYP,GD,NAN,NAN,NAN,NAN,Y,WD,NORMAL,128000,0
6,1342,2,1372,1342,2,7,1967,1967,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,FEEDR,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,LWQ,GASA,TA,Y,SBRKR,TA,TYP,GD,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,161500,0
5,1652,1,686,966,2,7,1915,1950,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,ARTERY,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,GD,PCONC,FA,TA,NO,LWQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,139000,0
7,2084,2,956,956,2,8,2004,2004,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,BUILTIN,RFN,TA,TA,Y,WD,NORMAL,233000,0
4,901,1,901,901,1,4,1954,2000,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,FA,TA,Y,WD,NORMAL,107900,0
6,2087,2,832,976,2,9,1966,2007,RL,PAVE,IR1,LOW,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,FA,GD,LWQ,UNF,GASA,GD,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,187500,0
7,1145,2,1145,1145,2,5,2005,2006,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,160200,0
6,1062,2,1029,1062,1,5,1976,1976,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,AV,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,146800,0
7,2013,2,1117,1127,2,8,1996,1997,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,269790,0
8,1496,2,1496,1496,2,7,2007,2007,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,225000,0
7,1895,2,712,1086,2,7,1994,1996,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,194500,0
6,1564,2,650,888,2,7,1980,1981,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,GD,TA,NO,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,171000,0
6,1285,2,660,1285,1,7,1977,1977,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,TA,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,143500,0
5,773,1,773,773,1,4,1953,1953,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,ABNORML,110000,0
9,3140,3,1926,1966,3,11,2008,2009,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,STONE,EX,TA,PCONC,EX,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,BUILTIN,FIN,TA,TA,Y,NEW,PARTIAL,485000,0
5,1768,1,731,981,1,7,1937,1950,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,FEEDR,NORM,1FAM,1.5FIN,GABLE,COMPSHG,BRKFACE,TA,TA,BRKTIL,GD,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,DETCHD,UNF,TA,TA,Y,WD,NORMAL,175000,0
6,1688,2,616,616,2,8,1997,1997,RL,PAVE,IR1,HLS,ALLPUB,INSIDE,MOD,FEEDR,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,GD,GLQ,UNF,GASA,GD,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,200000,0
4,1196,2,1196,1196,1,5,1916,1990,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,LWQ,UNF,GASA,EX,Y,FUSEA,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,109900,0
7,1456,2,728,728,2,7,2005,2005,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,189000,0
9,2822,3,1734,1734,3,12,2008,2009,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,STONE,EX,TA,PCONC,EX,TA,GD,UNF,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,BUILTIN,RFN,TA,TA,Y,NEW,PARTIAL,582933,0
5,1128,1,936,1128,1,5,1954,1954,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,LWQ,UNF,GASA,TA,Y,SBRKR,TA,MIN1,NAN,ATTCHD,UNF,TA,TA,Y,WD,FAMILY,118000,0
7,1428,2,1417,1428,2,6,2008,2008,RL,PAVE,IR1,LVL,ALLPUB,FR2,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,EX,TYP,NAN,ATTCHD,RFN,TA,TA,Y,NEW,PARTIAL,227680,0
5,980,1,980,980,2,6,1967,1967,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,NAN,TA,TA,PCONC,TA,TA,AV,ALQ,REC,GASA,GD,Y,SBRKR,TA,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,135500,0
5,1576,2,1324,1072,1,6,1923,2004,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,223500,0
5,1086,2,1024,1086,1,6,1966,1966,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,AV,ALQ,BLQ,GASA,TA,Y,SBRKR,TA,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,159950,0
5,2138,2,849,1075,2,11,1898,1965,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2.5UNF,HIP,COMPSHG,NAN,TA,TA,PCONC,TA,TA,NO,UNF,UNF,GASA,TA,N,FUSEA,TA,TYP,NAN,DETCHD,UNF,FA,PO,N,WD,NORMAL,106000,0
6,1309,2,1040,1309,1,5,1974,1999,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,ALQ,LWQ,GASA,FA,Y,SBRKR,GD,TYP,FA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,181000,0
6,848,2,848,848,1,4,2004,2004,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,CONLD,NORMAL,144500,0
5,1044,2,540,1044,1,4,1952,1952,C (ALL),GRVL,REG,BNK,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,FA,TA,CBLOCK,TA,TA,AV,UNF,UNF,GASA,TA,N,FUSEA,FA,TYP,NAN,BASMENT,UNF,TA,TA,N,WD,ALLOCA,55993,0
6,1442,1,1442,1442,1,7,1958,1958,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,ATTCHD,RFN,TA,TA,Y,COD,NORMAL,157900,0
5,1250,1,686,686,1,7,1918,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,UNF,UNF,GASW,GD,Y,SBRKR,FA,TYP,NAN,DETCHD,UNF,TA,TA,P,WD,NORMAL,116000,0
7,1661,2,1649,1661,2,6,1998,1998,RL,PAVE,IR2,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,224900,0
5,1008,1,1008,1008,1,4,1954,1954,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,137000,0
8,1689,3,1568,1689,2,7,2002,2002,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,271000,0
6,1052,2,1010,1052,1,6,1971,1971,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,AV,GLQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,155000,0
7,1358,2,1358,1358,2,6,2009,2010,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,MN,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,NEW,PARTIAL,224000,0
7,1640,2,798,798,2,6,2003,2003,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,183000,0
4,936,2,936,936,1,4,1953,1953,RM,PAVE,REG,BNK,ALLPUB,INSIDE,MOD,NORM,NORM,2FMCON,1STORY,GABLE,COMPSHG,NAN,FA,TA,CBLOCK,FA,TA,NO,UNF,UNF,GASA,TA,N,SBRKR,TA,MIN2,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,93000,0
